日期,收市,開市,高,低,成交量,更改%
2014年7月19日,627,627.5,634.1,625.1,3.96K,-0.07%
2014年7月20日,621,627,627.9,620,2.30K,-0.97%
2014年7月21日,625.1,621,625.9,615,2.53K,0.67%
2014年7月22日,622.5,625.1,628.8,620,3.28K,-0.42%
2014年7月23日,621.7,622.5,625,621,2.17K,-0.13%
2014年7月24日,601.9,621.7,622,599.4,4.74K,-3.19%
2014年7月25日,600.5,601.9,609.1,597.4,5.92K,-0.23%
2014年7月26日,596,600.5,603,593.3,3.48K,-0.75%
2014年7月27日,595,596,601.5,593.7,3.53K,-0.16%
2014年7月28日,587.9,595,597.5,578.1,2.33K,-1.19%
2014年7月29日,585.8,587.9,591.3,579.5,6.72K,-0.37%
2014年7月30日,564.6,585.8,586.1,564.2,4.10K,-3.61%
2014年7月31日,589.5,564.6,593.7,564,3.52K,4.41%
2014年8月1日,598.8,589.5,604,586.4,8.93K,1.57%
2014年8月2日,591.7,598.8,598.9,587.4,2.12K,-1.18%
2014年8月3日,588.9,591.7,592.1,580.6,1.26K,-0.47%
2014年8月4日,592.8,588.9,595.1,586.5,3.42K,0.65%
2014年8月5日,588.8,592.8,594.3,585.4,4.09K,-0.68%
2014年8月6日,589.8,588.8,593.8,587.2,3.01K,0.17%
2014年8月7日,592.8,589.8,595.1,587.9,2.50K,0.51%
2014年8月8日,595.8,592.8,608.2,592.1,3.11K,0.51%
2014年8月9日,589.5,595.8,595.6,587.4,1.42K,-1.06%
2014年8月10日,592.1,589.5,596.6,588.1,1.34K,0.43%
2014年8月11日,575.9,592.1,593.6,571.7,2.57K,-2.73%
2014年8月12日,567.7,575.9,578.3,562,3.33K,-1.43%
2014年8月13日,542.1,567.7,573.5,523.2,4.82K,-4.50%
2014年8月14日,504.8,542.1,544.9,495.9,10.88K,-6.88%
2014年8月15日,496.5,504.8,515.2,483.2,4.77K,-1.65%
2014年8月16日,522,496.5,524.3,483.2,3.87K,5.15%
2014年8月17日,485.5,522,524.7,478.2,3.14K,-6.99%
2014年8月18日,462.2,485.5,493.3,450,6.38K,-4.80%
2014年8月19日,485.1,462.2,487,455.8,5.12K,4.96%
2014年8月20日,516.8,485.1,521.8,468.5,5.89K,6.53%
2014年8月21日,517.9,516.8,537.2,511.4,5.65K,0.22%
2014年8月22日,516.1,517.9,524.4,500.6,6.03K,-0.36%
2014年8月23日,497.7,516.1,516.8,494,3.13K,-3.57%
2014年8月24日,509.7,497.7,514.8,496.8,2.53K,2.42%
2014年8月25日,502.9,509.7,511.3,499.7,2.74K,-1.33%
2014年8月26日,512.6,502.9,516,501.8,3.53K,1.91%
2014年8月27日,515.2,512.6,527.4,512.7,3.79K,0.52%
2014年8月28日,510.8,515.2,521.6,503.3,4.47K,-0.87%
2014年8月29日,512.6,510.8,515.2,506.7,3.64K,0.35%
2014年8月30日,506,512.6,512.9,503.1,2.63K,-1.29%
2014年8月31日,481.8,506,508.3,478.3,6.10K,-4.78%
2014年9月1日,477.2,481.8,487.5,471.8,6.79K,-0.95%
2014年9月2日,478.9,477.2,487,470.5,6.75K,0.37%
2014年9月3日,480,478.9,487.3,476.8,6.14K,0.23%
2014年9月4日,491,480,498.5,476.3,8.81K,2.28%
2014年9月5日,483.6,491,495,483.1,6.04K,-1.49%
2014年9月6日,484.5,483.6,491.4,480.8,3.79K,0.17%
2014年9月7日,485.8,484.5,490.7,478.5,3.56K,0.26%
2014年9月8日,475.7,485.8,487,469.5,8.14K,-2.07%
2014年9月9日,474.9,475.7,478.6,467.5,7.29K,-0.17%
2014年9月10日,479.7,474.9,491,471.6,8.29K,1.01%
2014年9月11日,478.5,479.7,488.9,474.6,6.29K,-0.25%
2014年9月12日,477.7,478.5,479.7,471.1,5.15K,-0.16%
2014年9月13日,478.2,477.7,480.6,474.6,5.28K,0.09%
2014年9月14日,477.7,478.2,480.3,472,4.21K,-0.09%
2014年9月15日,477.7,477.7,479.3,473.7,5.63K,0.00%
2014年9月16日,466.8,477.7,478.8,464,6.52K,-2.29%
2014年9月17日,461.1,466.8,469.4,458.3,7.51K,-1.21%
2014年9月18日,424.3,461.1,462.3,408.8,8.93K,-7.99%
2014年9月19日,397.7,424.3,429.2,386.1,14.97K,-6.27%
2014年9月20日,411.5,397.7,427.7,387.5,14.29K,3.49%
2014年9月21日,401.6,411.5,415.1,394.5,10.42K,-2.41%
2014年9月22日,404.1,401.6,410.8,398.6,13.52K,0.62%
2014年9月23日,436.9,404.1,445.5,394.8,17.94K,8.11%
2014年9月24日,423.8,436.9,439.2,422.1,21.37K,-3.00%
2014年9月25日,412.3,423.8,427.5,409.6,14.63K,-2.71%
2014年9月26日,404.5,412.3,416.4,399.7,12.12K,-1.90%
2014年9月27日,399,404.5,407.1,394.7,9.74K,-1.35%
2014年9月28日,379.1,399,402.3,374.1,13.94K,-5.00%
2014年9月29日,376.8,379.1,389.3,372.6,20.69K,-0.61%
2014年9月30日,388.2,376.8,395.2,374.7,16.92K,3.03%
2014年10月1日,382.8,388.2,395.1,381.1,17.73K,-1.37%
2014年10月2日,375.1,382.8,385.6,371.2,14.30K,-2.01%
2014年10月3日,363.5,375.1,378.2,362.8,16.81K,-3.12%
2014年10月4日,335.3,363.5,369.9,327.1,23.04K,-7.74%
2014年10月5日,322.9,335.3,344.3,294.9,29.85K,-3.72%
2014年10月6日,331.5,322.9,347.9,303,41.17K,2.69%
2014年10月7日,331.6,331.5,345.5,321.7,30.17K,0.03%
2014年10月8日,350.9,331.6,351.6,325.4,21.77K,5.80%
2014年10月9日,360.9,350.9,384.6,347.6,35.59K,2.86%
2014年10月10日,361.7,360.9,378.1,353.3,28.41K,0.22%
2014年10月11日,361.2,361.7,370.1,350.5,13.93K,-0.14%
2014年10月12日,373.2,361.2,374.6,352.3,11.23K,3.31%
2014年10月13日,387.3,373.2,391.2,366,23.58K,3.79%
2014年10月14日,397.1,387.3,407.7,385.7,28.87K,2.53%
2014年10月15日,393.2,397.1,397.9,388.2,22.49K,-0.99%
2014年10月16日,379.8,393.2,398.8,371.6,20.79K,-3.41%
2014年10月17日,380.5,379.8,384.8,372.4,16.57K,0.19%
2014年10月18日,390.9,380.5,395.7,373.6,9.45K,2.73%
2014年10月19日,387.3,390.9,394.5,383.9,5.33K,-0.92%
2014年10月20日,380.4,387.3,387.8,378.4,10.56K,-1.78%
2014年10月21日,382.4,380.4,388.2,377.4,9.66K,0.52%
2014年10月22日,378.9,382.4,383.7,377,10.53K,-0.89%
2014年10月23日,355.8,378.9,381.1,353.5,19.12K,-6.11%
2014年10月24日,355.1,355.8,360.9,351.4,20.03K,-0.19%
2014年10月25日,346.7,355.1,356.6,341.5,14.04K,-2.36%
2014年10月26日,348.7,346.7,356.8,344.2,11.58K,0.56%
2014年10月27日,350.1,348.7,356.4,344.9,10.60K,0.41%
2014年10月28日,351.1,350.1,355.7,348.3,9.43K,0.28%
2014年10月29日,335.1,351.1,352.8,334.7,12.26K,-4.54%
2014年10月30日,344.9,335.1,350.4,333.4,16.12K,2.91%
2014年10月31日,337.9,344.9,348,336.1,14.00K,-2.03%
2014年11月1日,325.4,337.9,339,320.7,13.77K,-3.68%
2014年11月2日,322.5,325.4,329.8,319.8,11.90K,-0.88%
2014年11月3日,324.2,322.5,332.9,321.7,13.43K,0.52%
2014年11月4日,328,324.2,328.8,320.1,15.12K,1.15%
2014年11月5日,338,328,342,326.5,15.84K,3.06%
2014年11月6日,347.7,338,351.1,335.7,15.65K,2.86%
2014年11月7日,341.9,347.7,351.6,340.2,15.02K,-1.67%
2014年11月8日,343.5,341.9,346.3,339.8,8.19K,0.49%
2014年11月9日,362,343.5,362.2,341.8,12.63K,5.39%
2014年11月10日,367.1,362,374.7,356.6,22.81K,1.41%
2014年11月11日,365.4,367.1,371,361.9,15.79K,-0.47%
2014年11月12日,432,365.4,442.7,365.8,38.53K,18.23%
2014年11月13日,428.7,432,480.5,390.9,58.20K,-0.77%
2014年11月14日,396.5,428.7,430.2,382,35.73K,-7.51%
2014年11月15日,374.9,396.5,407.3,368,13.33K,-5.46%
2014年11月16日,385.6,374.9,390.4,370.5,14.35K,2.87%
2014年11月17日,384.7,385.6,412.3,378.3,27.60K,-0.24%
2014年11月18日,379.2,384.7,394.9,372,27.09K,-1.44%
2014年11月19日,381.4,379.2,389.3,374.3,19.87K,0.60%
2014年11月20日,357.3,381.4,383,355.1,21.98K,-6.33%
2014年11月21日,351.8,357.3,358.7,343.8,23.47K,-1.55%
2014年11月22日,352,351.8,364.2,350.5,12.94K,0.07%
2014年11月23日,365.9,352,370.6,352.6,12.41K,3.93%
2014年11月24日,378.9,365.9,388.7,361.9,24.57K,3.55%
2014年11月25日,376.4,378.9,395.7,370.6,45.32K,-0.64%
2014年11月26日,365.4,376.4,378.3,364,23.98K,-2.94%
2014年11月27日,368.8,365.4,374.4,364.8,13.85K,0.95%
2014年11月28日,377.6,368.8,383.3,358.4,43.02K,2.38%
2014年11月29日,376.3,377.6,389.3,372.2,83.45K,-0.35%
2014年11月30日,374.9,376.3,381.1,372.6,11.29K,-0.36%
2014年12月1日,378.6,374.9,383.6,373,19.67K,0.98%
2014年12月2日,380.6,378.6,384.9,375.4,25.29K,0.54%
2014年12月3日,377,380.6,384.7,373.6,23.51K,-0.97%
2014年12月4日,369.8,377,380.4,366.2,25.33K,-1.89%
2014年12月5日,377.6,369.8,379.7,366.4,29.99K,2.11%
2014年12月6日,376.3,377.6,380.3,372,11.07K,-0.36%
2014年12月7日,376.5,376.3,377.9,372.5,8.81K,0.06%
2014年12月8日,365,376.5,377.4,364.6,22.92K,-3.06%
2014年12月9日,352.2,365,365.4,343.8,43.83K,-3.50%
2014年12月10日,347.9,352.2,354.1,345.1,27.13K,-1.21%
2014年12月11日,347.7,347.9,367.1,337.8,51.08K,-0.07%
2014年12月12日,353.4,347.7,356.4,346,26.85K,1.65%
2014年12月13日,348.2,353.4,353.1,343.8,19.54K,-1.46%
2014年12月14日,349.4,348.2,351.6,344.6,12.34K,0.32%
2014年12月15日,345.4,349.4,351.2,343.6,22.16K,-1.14%
2014年12月16日,330.2,345.4,346.5,328.9,38.59K,-4.39%
2014年12月17日,320,330.2,335.7,314.3,61.34K,-3.09%
2014年12月18日,310.3,320,325.6,303.4,60.52K,-3.02%
2014年12月19日,317.8,310.3,320.2,306.4,41.71K,2.40%
2014年12月20日,330.4,317.8,332.6,316,29.92K,3.96%
2014年12月21日,322.6,330.4,332,320.1,20.67K,-2.34%
2014年12月22日,330.8,322.6,335.3,319.9,35.36K,2.54%
2014年12月23日,335.3,330.8,339.3,328,24.07K,1.33%
2014年12月24日,322.4,335.3,336.3,320.6,21.52K,-3.83%
2014年12月25日,319,322.4,323.4,316.3,15.39K,-1.06%
2014年12月26日,330,319,332.9,316.4,23.01K,3.45%
2014年12月27日,315.3,330,330.7,312,21.63K,-4.44%
2014年12月28日,316.5,315.3,322.8,310.5,20.41K,0.38%
2014年12月29日,314.1,316.5,321.6,308.3,20.36K,-0.76%
2014年12月30日,311.3,314.1,316.2,309.3,22.78K,-0.91%
2014年12月31日,318.2,311.3,319.1,308.9,20.50K,2.24%
2015年1月1日,314.9,318.2,321.4,313.5,12.82K,-1.05%
2015年1月2日,315.2,314.9,316.4,313.1,14.73K,0.10%
2015年1月3日,287.1,315.2,315.8,284.9,47.37K,-8.91%
2015年1月4日,264.7,287.1,289.9,255.9,88.77K,-7.80%
2015年1月5日,274.8,264.7,278.3,262.9,54.99K,3.82%
2015年1月6日,282.3,274.8,285.1,271.5,21.94K,2.70%
2015年1月7日,291.3,282.3,296.1,280.7,30.67K,3.21%
2015年1月8日,282.7,291.3,292.7,279,20.18K,-2.97%
2015年1月9日,288,282.7,290.6,277.3,20.93K,1.87%
2015年1月10日,273.4,288,289.3,272,14.73K,-5.08%
2015年1月11日,264.8,273.4,278,263.8,15.11K,-3.14%
2015年1月12日,269.3,264.8,273.1,263.3,25.39K,1.72%
2015年1月13日,221.3,269.3,269.1,217.1,95.50K,-17.84%
2015年1月14日,164.9,221.3,230.9,157.3,170.68K,-25.47%
2015年1月15日,209.8,164.9,231.3,164.6,124.67K,27.20%
2015年1月16日,206.9,209.8,222.6,198.7,62.32K,-1.36%
2015年1月17日,199.6,206.9,212.6,191.7,43.13K,-3.51%
2015年1月18日,210.6,199.6,220.7,192.5,40.37K,5.49%
2015年1月19日,215.9,210.6,219.5,205.5,31.58K,2.49%
2015年1月20日,210.6,215.9,216.6,203.4,37.48K,-2.46%
2015年1月21日,228.2,210.6,229.3,207.1,43.18K,8.37%
2015年1月22日,232.7,228.2,238.8,225.6,53.71K,1.99%
2015年1月23日,232.2,232.7,237,224.8,38.17K,-0.23%
2015年1月24日,248.2,232.2,248.9,229.6,33.24K,6.89%
2015年1月25日,252.1,248.2,256.4,241.4,50.19K,1.58%
2015年1月26日,269.2,252.1,310.9,251.5,105.71K,6.78%
2015年1月27日,263.3,269.2,276.9,247.3,50.26K,-2.20%
2015年1月28日,236.2,263.3,267.7,228.1,63.77K,-10.29%
2015年1月29日,234,236.2,241.5,220.4,54.49K,-0.92%
2015年1月30日,231.8,234,244.8,227.2,48.23K,-0.92%
2015年1月31日,218.5,231.8,235.4,216.5,42.15K,-5.75%
2015年2月1日,225.3,218.5,231.4,209.7,41.16K,3.10%
2015年2月2日,238.9,225.3,242.5,220.5,39.02K,6.02%
2015年2月3日,227.4,238.9,247.5,223.9,63.08K,-4.79%
2015年2月4日,226.6,227.4,230.7,220.2,55.24K,-0.36%
2015年2月5日,216.5,226.6,229.9,214.4,40.64K,-4.44%
2015年2月6日,223,216.5,226.2,215.6,52.52K,2.97%
2015年2月7日,227.7,223,231,222.4,39.76K,2.12%
2015年2月8日,223.7,227.7,230.2,219.5,29.05K,-1.76%
2015年2月9日,220.3,223.7,225,215.7,91.69K,-1.49%
2015年2月10日,219.7,220.3,222.2,214.4,86.15K,-0.30%
2015年2月11日,218.8,219.7,223.5,217.3,71.73K,-0.38%
2015年2月12日,221.8,218.8,223,217.3,50.11K,1.35%
2015年2月13日,236.2,221.8,241.6,220.6,112.25K,6.48%
2015年2月14日,258.6,236.2,261.3,235.4,133.80K,9.51%
2015年2月15日,233.3,258.6,264.6,226.6,179.14K,-9.81%
2015年2月16日,235.8,233.3,240,228,115.47K,1.10%
2015年2月17日,243.2,235.8,247.2,232,116.26K,3.13%
2015年2月18日,235.2,243.2,245.5,231.7,99.66K,-3.29%
2015年2月19日,241.9,235.2,244.1,234.9,66.05K,2.86%
2015年2月20日,244.5,241.9,247.8,238.8,83.59K,1.07%
2015年2月21日,244.4,244.5,247.3,242.6,42.95K,-0.04%
2015年2月22日,235.7,244.4,246.5,232.7,75.70K,-3.55%
2015年2月23日,238.8,235.7,240.1,231.3,62.67K,1.31%
2015年2月24日,238.9,238.8,240.3,235.5,45.03K,0.03%
2015年2月25日,237.3,238.9,239.6,234.6,38.10K,-0.65%
2015年2月26日,236.5,237.3,238.2,233.5,50.87K,-0.34%
2015年2月27日,253.5,236.5,258.7,235.7,167.81K,7.16%
2015年2月28日,254.1,253.5,255.4,248.7,39.41K,0.23%
2015年3月1日,257.9,254.1,260.6,244.8,51.33K,1.53%
2015年3月2日,273.8,257.9,274.8,256.1,81.09K,6.13%
2015年3月3日,280.6,273.8,287.1,266.1,164.82K,2.52%
2015年3月4日,271.9,280.6,284.5,265.9,139.00K,-3.11%
2015年3月5日,275.2,271.9,280.8,262.8,123.64K,1.22%
2015年3月6日,272.6,275.2,278,269,98.80K,-0.97%
2015年3月7日,274.9,272.6,278.3,269.4,60.72K,0.86%
2015年3月8日,274.5,274.9,278.8,271.3,50.40K,-0.15%
2015年3月9日,290,274.5,293.3,273.8,151.77K,5.66%
2015年3月10日,291.4,290,301,288.1,158.18K,0.47%
2015年3月11日,295.6,291.4,297.7,288.9,79.98K,1.45%
2015年3月12日,293.9,295.6,297,290.8,107.32K,-0.59%
2015年3月13日,287.2,293.9,294.9,286.1,97.34K,-2.26%
2015年3月14日,281.6,287.2,288.4,279.3,75.72K,-1.95%
2015年3月15日,284.9,281.6,286.4,280.4,39.46K,1.16%
2015年3月16日,290.4,284.9,294,284.8,66.34K,1.94%
2015年3月17日,285.4,290.4,292.5,283.3,65.01K,-1.73%
2015年3月18日,255.9,285.4,285.6,248.2,206.74K,-10.32%
2015年3月19日,260.9,255.9,264.8,247,180.69K,1.96%
2015年3月20日,261.8,260.9,264.7,257.9,52.83K,0.33%
2015年3月21日,259.7,261.8,263.3,254,51.65K,-0.79%
2015年3月22日,268.6,259.7,270.4,259,56.63K,3.41%
2015年3月23日,265.5,268.6,271,259.4,81.45K,-1.16%
2015年3月24日,246.7,265.5,267,242.7,151.09K,-7.06%
2015年3月25日,246.4,246.7,249.2,234.8,131.44K,-0.14%
2015年3月26日,248,246.4,254.7,243.5,89.47K,0.67%
2015年3月27日,247.2,248,250.1,244.5,62.56K,-0.33%
2015年3月28日,252,247.2,254.3,246.3,55.06K,1.95%
2015年3月29日,242.1,252,252.8,238.9,77.54K,-3.94%
2015年3月30日,246.8,242.1,248.8,236.6,85.33K,1.95%
2015年3月31日,244.1,246.8,248.7,241.2,75.33K,-1.07%
2015年4月1日,246.2,244.1,247.7,239.6,67.08K,0.86%
2015年4月2日,252.6,246.2,254.9,244.3,81.37K,2.58%
2015年4月3日,254.5,252.6,256.5,251.3,71.74K,0.74%
2015年4月4日,252.9,254.5,255.2,250.3,30.72K,-0.62%
2015年4月5日,259.6,252.9,260.3,250.6,43.83K,2.67%
2015年4月6日,255,259.6,261.5,252.3,45.93K,-1.80%
2015年4月7日,253,255,255.6,250.1,44.79K,-0.78%
2015年4月8日,244.6,253,254.3,242.6,102.65K,-3.32%
2015年4月9日,243.3,244.6,246.2,237.6,69.19K,-0.51%
2015年4月10日,234.7,243.3,244.1,231.3,100.20K,-3.53%
2015年4月11日,236.5,234.7,240,233.1,51.99K,0.75%
2015年4月12日,235.9,236.5,237.5,232.3,33.03K,-0.27%
2015年4月13日,223.6,235.9,236.8,220.4,105.15K,-5.20%
2015年4月14日,218,223.6,224.7,214.3,115.19K,-2.50%
2015年4月15日,223,218,223.6,217.1,77.23K,2.28%
2015年4月16日,228,223,229.5,222.9,84.89K,2.25%
2015年4月17日,222.6,228,229.3,220.6,66.92K,-2.36%
2015年4月18日,223.4,222.6,224.5,220.6,36.54K,0.34%
2015年4月19日,223,223.4,226.9,222,35.50K,-0.15%
2015年4月20日,224.2,223,226.7,221.6,44.87K,0.55%
2015年4月21日,233.7,224.2,235.3,223.3,68.35K,4.23%
2015年4月22日,233.8,233.7,238.4,231.8,77.56K,0.02%
2015年4月23日,235.4,233.8,236.1,232.6,42.45K,0.69%
2015年4月24日,231.1,235.4,236.6,229.1,69.78K,-1.83%
2015年4月25日,226.1,231.1,232.3,223.1,43.78K,-2.14%
2015年4月26日,218.7,226.1,226.7,214.1,100.77K,-3.29%
2015年4月27日,229,218.7,242.6,216.6,123.41K,4.69%
2015年4月28日,225.8,229,229.9,222,65.97K,-1.38%
2015年4月29日,225.4,225.8,227.2,222.3,60.89K,-0.17%
2015年4月30日,235.8,225.4,240,224.7,112.24K,4.59%
2015年5月1日,233.2,235.8,239.4,232.4,60.14K,-1.09%
2015年5月2日,235.3,233.2,236.4,231.7,37.08K,0.91%
2015年5月3日,240,235.3,243.6,233.8,55.72K,1.98%
2015年5月4日,239,240,243.2,237.4,69.12K,-0.43%
2015年5月5日,235.8,239,239.6,231.8,77.87K,-1.32%
2015年5月6日,230,235.8,237.1,228.2,103.66K,-2.46%
2015年5月7日,237.7,230,240.3,228.3,91.05K,3.35%
2015年5月8日,243.7,237.7,247,235.8,87.50K,2.53%
2015年5月9日,241.4,243.7,247.9,238.5,62.79K,-0.96%
2015年5月10日,240,241.4,244.8,238.2,44.00K,-0.60%
2015年5月11日,241.8,240,243.9,238.9,57.17K,0.77%
2015年5月12日,241.6,241.8,243,239.2,40.08K,-0.10%
2015年5月13日,236.4,241.6,243.9,234.1,84.43K,-2.15%
2015年5月14日,236.9,236.4,239.2,232.4,71.02K,0.22%
2015年5月15日,237.2,236.9,238.8,235.5,46.03K,0.13%
2015年5月16日,236.2,237.2,237.8,234.6,27.05K,-0.41%
2015年5月17日,236.3,236.2,237.8,235.4,28.43K,0.03%
2015年5月18日,232.6,236.3,237.1,231.5,53.14K,-1.55%
2015年5月19日,232,232.6,234.5,231.3,40.94K,-0.27%
2015年5月20日,234,232,235.2,231.5,49.69K,0.84%
2015年5月21日,235.4,234,236.6,233.6,42.94K,0.61%
2015年5月22日,240.4,235.4,242,234.6,74.11K,2.12%
2015年5月23日,238.9,240.4,241.7,238.1,36.03K,-0.59%
2015年5月24日,241,238.9,242.4,237.5,30.26K,0.85%
2015年5月25日,237.4,241,241.8,235.8,26.39K,-1.48%
2015年5月26日,237.8,237.4,239,235.6,37.08K,0.18%
2015年5月27日,237.3,237.8,238.9,235.9,48.03K,-0.23%
2015年5月28日,237.3,237.3,238.4,236.2,35.75K,0.00%
2015年5月29日,237,237.3,237.9,235.1,38.92K,-0.12%
2015年5月30日,233.2,237,237.1,231.6,41.63K,-1.61%
2015年5月31日,229.8,233.2,234,229.1,39.00K,-1.45%
2015年6月1日,223.1,229.8,231.8,221,87.06K,-2.92%
2015年6月2日,225.7,223.1,227.4,222.3,60.81K,1.17%
2015年6月3日,225.6,225.7,227.9,223.7,54.35K,-0.07%
2015年6月4日,224.2,225.6,226.7,223.5,44.06K,-0.61%
2015年6月5日,225.3,224.2,226.4,222.1,56.46K,0.48%
2015年6月6日,224.7,225.3,225.8,223.5,22.47K,-0.24%
2015年6月7日,223.5,224.7,226.4,222.2,40.48K,-0.57%
2015年6月8日,228.6,223.5,229.9,223,74.15K,2.28%
2015年6月9日,229.6,228.6,231.4,227.5,54.84K,0.43%
2015年6月10日,228.8,229.6,230.4,227.8,41.64K,-0.34%
2015年6月11日,229.9,228.8,230.6,228.5,38.00K,0.48%
2015年6月12日,230.5,229.9,231.6,229.3,40.75K,0.25%
2015年6月13日,232.5,230.5,233.1,229,38.01K,0.88%
2015年6月14日,233.8,232.5,235.5,232.1,32.90K,0.55%
2015年6月15日,237,233.8,238.6,233.3,63.47K,1.39%
2015年6月16日,249.8,237,254.1,235.7,122.47K,5.41%
2015年6月17日,247.4,249.8,258.5,245.1,121.62K,-0.98%
2015年6月18日,248.4,247.4,251.9,242.5,78.14K,0.43%
2015年6月19日,244.1,248.4,250.8,243.6,84.70K,-1.73%
2015年6月20日,245,244.1,246.6,238.7,51.28K,0.35%
2015年6月21日,244.1,245,246,240.9,25.15K,-0.36%
2015年6月22日,247.5,244.1,248.6,243.2,47.59K,1.38%
2015年6月23日,243.8,247.5,247.7,242.3,38.43K,-1.50%
2015年6月24日,240.6,243.8,244.5,239.1,47.11K,-1.31%
2015年6月25日,242.6,240.6,243.6,239.3,40.36K,0.83%
2015年6月26日,242.9,242.6,243.5,240.1,37.62K,0.16%
2015年6月27日,250.7,242.9,251.6,241.8,54.70K,3.20%
2015年6月28日,248.9,250.7,251.6,246.6,39.89K,-0.74%
2015年6月29日,257,248.9,257.5,248,92.64K,3.25%
2015年6月30日,264.1,257,268.7,255.4,116.53K,2.78%
2015年7月1日,257.6,264.1,265,254.4,66.94K,-2.46%
2015年7月2日,254.9,257.6,261.3,253.1,45.01K,-1.06%
2015年7月3日,255.4,254.9,256.7,252.4,36.58K,0.20%
2015年7月4日,260.5,255.4,261.1,253.4,32.95K,2.02%
2015年7月5日,270.1,260.5,274.1,257.6,48.45K,3.68%
2015年7月6日,269.1,270.1,277.5,266.5,90.58K,-0.39%
2015年7月7日,266.2,269.1,271.3,263.2,41.61K,-1.07%
2015年7月8日,268.6,266.2,273.6,263.2,45.29K,0.91%
2015年7月9日,269.1,268.6,272.3,265.1,48.39K,0.19%
2015年7月10日,283.6,269.1,297.9,266.9,117.17K,5.38%
2015年7月11日,292,283.6,298.8,282.3,46.49K,2.94%
2015年7月12日,310.4,292,315.9,291.3,120.70K,6.33%
2015年7月13日,290.4,310.4,310.9,276.9,146.85K,-6.47%
2015年7月14日,287,290.4,297,285.2,60.62K,-1.17%
2015年7月15日,283.4,287,292.9,283.2,59.58K,-1.23%
2015年7月16日,276.6,283.4,290.8,273.3,121.32K,-2.41%
2015年7月17日,279.6,276.6,280.8,271.2,62.12K,1.10%
2015年7月18日,274,279.6,282.5,243.2,55.34K,-1.99%
2015年7月19日,273.2,274,277.1,271.9,30.20K,-0.32%
2015年7月20日,277.7,273.2,278.9,271.8,46.60K,1.65%
2015年7月21日,275.1,277.7,281,274.2,49.05K,-0.93%
2015年7月22日,276.5,275.1,277.4,273.1,41.97K,0.50%
2015年7月23日,275.5,276.5,277.9,274.5,35.66K,-0.34%
2015年7月24日,288.4,275.5,289.8,274.3,74.36K,4.66%
2015年7月25日,288.7,288.4,291.2,284.7,41.65K,0.13%
2015年7月26日,291.8,288.7,293.3,286.8,30.99K,1.05%
2015年7月27日,293,291.8,295.8,285.4,69.71K,0.42%
2015年7月28日,293.7,293,296.7,291.7,49.07K,0.24%
2015年7月29日,288.4,293.7,294.7,286.9,50.67K,-1.81%
2015年7月30日,287,288.4,289.9,284.9,44.79K,-0.47%
2015年7月31日,283.7,287,288.7,280.8,49.21K,-1.15%
2015年8月1日,280.5,283.7,284.5,276.3,39.43K,-1.15%
2015年8月2日,281.4,280.5,282.5,275.9,35.67K,0.32%
2015年8月3日,281.6,281.4,285,278.9,45.89K,0.08%
2015年8月4日,284.3,281.6,285.7,279.6,44.84K,0.97%
2015年8月5日,281.7,284.3,285.5,280.5,38.29K,-0.91%
2015年8月6日,278,281.7,282,276.5,33.26K,-1.32%
2015年8月7日,277.9,278,279.6,274.3,42.81K,-0.04%
2015年8月8日,258.6,277.9,278.9,257.4,82.54K,-6.94%
2015年8月9日,263.9,258.6,266.8,258.6,57.48K,2.04%
2015年8月10日,263.3,263.9,266.6,260.5,48.57K,-0.22%
2015年8月11日,269,263.3,269.9,261.4,51.36K,2.18%
2015年8月12日,267.7,269,271.5,263.7,56.73K,-0.51%
2015年8月13日,263.4,267.7,268.4,261.3,56.49K,-1.58%
2015年8月14日,265,263.4,267.2,260.2,52.33K,0.60%
2015年8月15日,260.5,265,266.5,259.4,38.91K,-1.70%
2015年8月16日,257.1,260.5,261.9,254.6,69.04K,-1.31%
2015年8月17日,257.1,257.1,259.9,252.9,47.88K,0.00%
2015年8月18日,246.7,257.1,257.5,245.7,94.50K,-4.05%
2015年8月19日,226,246.7,247.9,214.3,245.82K,-8.40%
2015年8月20日,234.7,226,238,225.5,90.98K,3.83%
2015年8月21日,232.4,234.7,236.3,230.5,57.65K,-0.96%
2015年8月22日,229.5,232.4,235.1,221,74.21K,-1.23%
2015年8月23日,226.8,229.5,232.7,224.3,48.84K,-1.22%
2015年8月24日,211.4,226.8,228.4,207.8,196.70K,-6.76%
2015年8月25日,220.5,211.4,226.6,196.3,190.79K,4.29%
2015年8月26日,225,220.5,230.7,218.8,92.81K,2.02%
2015年8月27日,222.7,225,228.4,222,60.25K,-1.00%
2015年8月28日,231.6,222.7,234.8,219.6,90.66K,4.00%
2015年8月29日,228.5,231.6,233.1,226.4,43.74K,-1.36%
2015年8月30日,228.4,228.5,232.3,225.4,39.81K,-0.04%
2015年8月31日,229.5,228.4,231.8,224.2,54.51K,0.47%
2015年9月1日,227.2,229.5,231.4,225.8,66.54K,-1.00%
2015年9月2日,228.6,227.2,230.6,225.6,58.77K,0.64%
2015年9月3日,226.2,228.6,229.6,225.4,54.15K,-1.06%
2015年9月4日,230.3,226.2,231.1,225.8,61.76K,1.79%
2015年9月5日,233.7,230.3,235.6,228.3,48.28K,1.49%
2015年9月6日,239.9,233.7,243.6,234.7,66.27K,2.65%
