time,label,name,painter,pigment,tag,attribute,img_src
印象主義,Renoir164,藍裙小孩坐像 Enfant assis en robe bleue,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#藍裙小孩坐像#Enfant#assis#robe#bleue#Renoir164,孩童,https://www.ss.net.tw/images/product_images/popup_images/Renoir164.webp
拉菲爾前派,Millais019,甦醒 Waking,米雷 John Everett Millais,油彩．畫布 Oil on Canvas,#Waking#Millais019,孩童,https://www.ss.net.tw/images/product_images/popup_images/Millais019.webp
浪漫主義,Gericault014,阿爾弗雷德和伊麗莎白畫像 Portrait dalfred et elisabeth de dreux,傑利柯 Theodore Gericault,油彩．畫布 Oil on Canvas,#阿爾弗雷德和伊麗莎白畫像#Portrait#dalfred#elisabeth#dreux#Gericault014,孩童,https://www.ss.net.tw/images/product_images/popup_images/Gericault014.webp
印象主義,Manet023,有櫻桃的男孩 The Boy with Cherries,馬奈 Edouard Manet,油彩．畫布 Oil on Canvas,#有櫻桃的男孩#The#Boy#with#Cherries#Manet023,孩童,https://www.ss.net.tw/images/product_images/popup_images/4662_01550408788.webp
印象主義,Morisot032,年輕女孩與圍裙 Young Girl with an Apron,摩里逤特 Berthe Morisot,油彩．畫布 Oil on Canvas,#年輕女孩與圍裙#Young#Girl#with#Apron#Morisot032,孩童,https://www.ss.net.tw/images/product_images/popup_images/Morisot032.webp
寫實主義,Eakins006,玩耍嬰童 Baby at Play,埃金斯 Thomas Eakins,油彩．畫布 Oil on Canvas,#玩耍嬰童#Baby#Play#Eakins006,孩童,https://www.ss.net.tw/images/product_images/popup_images/Eakins006.webp
印象主義,Renoir116,小孩與鳥 L’Enfant a l’oiseau (Mlle Fleury en costume algerien),雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#小孩與鳥#L’Enfant#l’oiseau#Mlle#Fleury#costume#algerien#Renoir116,孩童,https://www.ss.net.tw/images/product_images/popup_images/7255_01662119995.webp
浪漫主義,Goya043,紅衣孩童﹝唐．曼努埃爾．奧索里奧．德蘇尼加﹞ Don Manuel Osorio Manrique de Zuniga,戈耶 Francisco de Goya,油彩．畫布 Oil on Canvas,#紅衣孩童﹝唐．曼努埃爾．奧索里奧．德蘇尼加﹞#Don#Manuel#Osorio#Manrique#Zuniga#Goya043,孩童,https://www.ss.net.tw/images/product_images/popup_images/Goya043.webp
拉菲爾前派,Hunt006,托斯卡納編織稻草的女孩 Tuscan Girl Plaiting Straw,漢特 William Holman Hunt,油彩．畫布 Oil on Canvas,#托斯卡納編織稻草的女孩#Tuscan#Girl#Plaiting#Straw#Hunt006,孩童,https://www.ss.net.tw/images/product_images/popup_images/Hunt006.webp
學院藝術,Bouguereau046,召喚 A Calling,鮑格雷奧 William Adolphe Bouguereau,油彩．織布 oil on fabric,#Calling#Bouguereau046,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau046.webp
巴洛克藝術,Rubens068,兩個熟睡的孩子 Two Sleeping Children,魯本斯 Peter Paul Rubens,油彩．畫板 Oil on panel,#兩個熟睡的孩子#Two#Sleeping#Children#Rubens068,孩童,https://www.ss.net.tw/images/product_images/popup_images/Rubens068.webp
學院藝術,Bouguereau100,小艾絲梅拉達 Little Esmeralda,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#小艾絲梅拉達#Little#Esmeralda#Bouguereau100,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau100.webp
後期印象主義,VanGogh242,羅林的嬰兒 Roulin ’s Baby,梵谷 Vincent Van Gogh,油彩．畫布 Oil on Canvas,#羅林的嬰兒#Roulin#Baby#VanGogh242,孩童,https://www.ss.net.tw/images/product_images/popup_images/VanGogh242.webp
印象主義,Cassatt049,沙灘上玩耍的孩子們 Children Playing on the Beach,卡莎特 Mary Cassatt,油彩．畫布 Oil on Canvas,#沙灘上玩耍的孩子們#Children#Playing#the#Beach#Cassatt049,孩童,https://www.ss.net.tw/images/product_images/popup_images/Cassatt049.webp
後期印象主義,VanGogh082,羅林男孩畫像 Portrait of Camille Roulin,梵谷 Vincent Van Gogh,油彩．畫布 Oil on Canvas,#羅林男孩畫像#Portrait#Camille#Roulin#VanGogh082,孩童,https://www.ss.net.tw/images/product_images/popup_images/VanGogh082.webp
巴洛克藝術,Murillo002,食糕點者 The Pastry Eaters,牟里羅 Bartolome Esteban Murillo,油彩．畫布 Oil on Canvas,#食糕點者#The#Pastry#Eaters#Murillo002,孩童,https://www.ss.net.tw/images/product_images/popup_images/Murillo002.webp
印象主義,Renoir224,勒岡小姐畫像 Portrait of Mademoiselle Legrand,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#勒岡小姐畫像#Portrait#Mademoiselle#Legrand#Renoir224,孩童,https://www.ss.net.tw/images/product_images/popup_images/Renoir224.webp
學院藝術,Bouguereau106,伊馮娜 Yvonne,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#伊馮娜#Yvonne#Bouguereau106,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau106.webp
學院藝術,Bouguereau073,難題 The Difficult Lesson,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#The#Difficult#Lesson#Bouguereau073,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau073.webp
表現主義,Modigliani017,穿短褲的男孩 Boy in Short Pants,蒙地利亞尼 Amedeo Modigliani,油彩．畫布 Oil on Canvas,#穿短褲的男孩#Boy#Short#Pants#Modigliani017,孩童,https://www.ss.net.tw/images/product_images/popup_images/Modigliani017.webp
洛可可藝術,Hogarth031,格雷厄姆的孩子 The Graham Children,霍加斯 William Hogarth,油彩．畫布 Oil on Canvas,#格雷厄姆的孩子#The#Graham#Children#Hogarth031,孩童,https://www.ss.net.tw/images/product_images/popup_images/Hogarth031.webp
巴洛克藝術,Carracci007,逗一隻貓的兩個孩子 Two Children Teasing a Cat,卡拉契 Annibale Carracci,油彩．畫布 Oil on Canvas,#逗一隻貓的兩個孩子#Two#Children#Teasing#Cat#Carracci007,孩童,https://www.ss.net.tw/images/product_images/popup_images/Carracci007.webp
學院藝術,Bouguereau096,門階前的伊馮娜 Yvonne sur le pas de la porte,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#門階前的伊馮娜#Yvonne#sur#pas#porte#Bouguereau096,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau096.webp
後期印象主義,Gauguin157,不列塔尼的女孩 Breton Girl,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#不列塔尼的女孩#Breton#Girl#Gauguin157,孩童,https://www.ss.net.tw/images/product_images/popup_images/Gauguin157.webp
學院藝術,Bouguereau091,春天的孤兒 Orphan at the Spring,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#春天的孤兒#Orphan#the#Spring#Bouguereau091,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau091.webp
洛可可藝術,Reynolds081,海雷肖像  Master Hare,雷諾茲 Sir Joshua Reynolds,油彩．畫布 Oil on Canvas,#海雷肖像#Master#Hare#Reynolds081,孩童,https://www.ss.net.tw/images/product_images/popup_images/Reynolds081.webp
後期印象主義,Gauguin090,紡紗的不列塔尼女孩 Breton girl spinning,高更 Paul Gauguin,油彩．木板 Oil on wood,#紡紗的不列塔尼女孩#Breton#girl#spinning#Gauguin090,孩童,https://www.ss.net.tw/images/product_images/popup_images/Gauguin090.webp
表現主義,RousseauH028,玩木偶的孩子 Child with Puppet (To Celebrate the Baby),盧梭 Henri Rousseau,油彩．畫布 Oil on Canvas,#玩木偶的孩子#Child#with#Puppet#Celebrate#the#Baby#RousseauH028,孩童,https://www.ss.net.tw/images/product_images/popup_images/RousseauH028.webp
古典主義,Winterhalter022,維多利亞公主畫像 Portrait of Victoria. Princess Royal,溫特哈爾特 Franz Xaver Winterhalter,油彩．畫布 Oil on Canvas,#維多利亞公主畫像#Portrait#Victoria.#Princess#Royal#Winterhalter022,孩童,https://www.ss.net.tw/images/product_images/popup_images/Winterhalter022.webp
後期印象主義,Gauguin020,倆姐妹 Piti Tiena (Two Sisters),高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#倆姐妹#Piti#Tiena#Two#Sisters#Gauguin020,孩童,https://www.ss.net.tw/images/product_images/popup_images/Gauguin020.webp
那比派,Vuillard043,漫步的小女孩 Fillettes se promenant,威雅爾 Edouard Vuillard,油彩．畫布 Oil on Canvas,#漫步的小女孩#Fillettes#promenant#Vuillard043,孩童,https://www.ss.net.tw/images/product_images/popup_images/Vuillard043.webp
巴洛克藝術,Murillo012,花童 The Flower Girl,牟里羅 Bartolome Esteban Murillo,油彩．畫布 Oil on Canvas,#The#Flower#Girl#Murillo012,孩童,https://www.ss.net.tw/images/product_images/popup_images/Murillo012.webp
浪漫主義,Gericault020,孩童的亞弗烈德德瑞克 Alfred Dedreux as a Child,傑利柯 Theodore Gericault,油彩．畫布 Oil on Canvas,#孩童的亞弗烈德德瑞克#Alfred#Dedreux#Child#Gericault020,孩童,https://www.ss.net.tw/images/product_images/popup_images/Gericault020.webp
印象主義,Pissarro020,保羅 - 埃米爾．畢莎羅 Paul-Emile Pissarro,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#埃米爾．畢莎羅#Paul#Emile#Pissarro#Pissarro020,孩童,https://www.ss.net.tw/images/product_images/popup_images/Pissarro020.webp
學院藝術,Bouguereau097,檸檬 The Lemon,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#The#Lemon#Bouguereau097,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau097.webp
寫實主義,Sargent023,海倫．西爾斯 Helen Sears,薩金特 John Singer Sargent,油彩．畫布 Oil on Canvas,#海倫．西爾斯#Helen#Sears#Sargent023,孩童,https://www.ss.net.tw/images/product_images/popup_images/Sargent023.webp
印象主義,Morisot012,藝術家女兒和鸚鵡 The Artist ’s Daughter with a Parakeet,摩里逤特 Berthe Morisot,油彩．畫布 Oil on Canvas,#藝術家女兒和鸚鵡#The#Artist#Daughter#with#Parakeet#Morisot012,孩童,https://www.ss.net.tw/images/product_images/popup_images/Morisot012.webp
後期印象主義,Gauguin114,露露肖像 Loulou,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#露露肖像#Loulou#Gauguin114,孩童,https://www.ss.net.tw/images/product_images/popup_images/Gauguin114.webp
那比派,Bonnard030,油燈 The Oil Lamp,波那爾 Pierre Bonnard,油彩．畫板 Oil on panel,#The#Oil#Lamp#Bonnard030,孩童,https://www.ss.net.tw/images/product_images/popup_images/300_01549893078.webp
學院藝術,Bouguereau016,櫻桃枝 The Cherry Branch,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#櫻桃枝#The#Cherry#Branch#Bouguereau016,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau016.webp
洛可可藝術,Greuze045,女孩與貓 Girl With A Cat,格樂茲 Jean Baptiste Greuze,油彩．畫布 Oil on Canvas,#女孩與貓#Girl#With#Cat#Greuze045,孩童,https://www.ss.net.tw/images/product_images/popup_images/Greuze045.webp
印象主義,Pissarro067,在彭退斯花園的珍妮．畢沙羅 Jeanne Pissarro (dite Minette) assise au jardin. Pontoise,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#在彭退斯花園的珍妮．畢沙羅#Jeanne#Pissarro#dite#Minette#assise#jardin.#Pontoise#Pissarro067,孩童,https://www.ss.net.tw/images/product_images/popup_images/Pissarro067.webp
印象主義,Renoir125,女孩在草地上摘取花朵 Girls Picking Flowers in a Meadow,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#女孩在草地上摘取花朵#Girls#Picking#Flowers#Meadow#Renoir125,孩童,https://www.ss.net.tw/images/product_images/popup_images/Renoir125.webp
學院藝術,Bouguereau079,姐姐 The Elder Sister,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#The#Elder#Sister#Bouguereau079,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau079.webp
寫實主義,Courbet048,窗口的三個女孩 Three English Girls at a Window,高爾培 Gustave Courbet,油彩．畫布 Oil on Canvas,#窗口的三個女孩#Three#English#Girls#Window#Courbet048,孩童,https://www.ss.net.tw/images/product_images/popup_images/Courbet048.webp
印象主義,Cassatt033,艾迪．卡莎特 Eddy Cassatt,卡莎特 Mary Cassatt,油彩．畫布 Oil on Canvas,#艾迪．卡莎特#Eddy#Cassatt#Cassatt033,孩童,https://www.ss.net.tw/images/product_images/popup_images/1089_01550356533.webp
巴洛克藝術,Murillo018,好牧人 The Good Shepherd,牟里羅 Bartolome Esteban Murillo,油彩．畫布 Oil on Canvas,#好牧人#The#Good#Shepherd#Murillo018,孩童,https://www.ss.net.tw/images/product_images/popup_images/Murillo018.webp
拉菲爾前派,Millais026,紅帽 Red Riding Hood,米雷 John Everett Millais,油彩．畫板 Oil on panel,#Red#Riding#Hood#Millais026,孩童,https://www.ss.net.tw/images/product_images/popup_images/Millais026.webp
印象主義,Cassatt007,穿藍衣的瑪高特 Margot in Blue,卡莎特 Mary Cassatt,粉彩．紙 Pastel on paper,#穿藍衣的瑪高特#Margot#Blue#Cassatt007,孩童,https://www.ss.net.tw/images/product_images/popup_images/Cassatt007.webp
印象主義,Cassatt014,查理斯八歲時的肖像 Portrait of Charles Dikran Kelekian. Age Eight,卡莎特 Mary Cassatt,臘筆 pastel,#查理斯八歲時的肖像#Portrait#Charles#Dikran#Kelekian.#Age#Eight#Cassatt014,孩童,https://www.ss.net.tw/images/product_images/popup_images/Cassatt014.webp
印象主義,Monet213,藝術家兒子騎著喜好之馬 Jean Monet on His Hobby Horse,莫內 Claude Monet,油彩．畫布 Oil on Canvas,#藝術家兒子騎著喜好之馬#Jean#Monet#His#Hobby#Horse#Monet213,孩童,https://www.ss.net.tw/images/product_images/popup_images/Monet213.webp
表現主義,Modigliani047,男孩 The Boy,蒙地利亞尼 Amedeo Modigliani,油彩．畫布 Oil on Canvas,#The#Boy#Modigliani047,孩童,https://www.ss.net.tw/images/product_images/popup_images/Modigliani047.webp
寫實主義,Corot012,瑪麗．路易絲．羅蘭．塞納貢 Laura Sennegon. Carot ’s Neice. Later Madame Baudot,柯洛 Jean Baptiste Camille Corot,油彩．畫布 Oil on Canvas,#瑪麗．路易絲．羅蘭．塞納貢#Laura#Sennegon.#Carot#Neice.#Later#Madame#Baudot#Corot012,孩童,https://www.ss.net.tw/images/product_images/popup_images/Corot012.webp
印象主義,Renoir072,戴粉紅色帽子的女孩 Girl with Pink Bonnet,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#戴粉紅色帽子的女孩#Girl#with#Pink#Bonnet#Renoir072,孩童,https://www.ss.net.tw/images/product_images/popup_images/7211_01550293203.webp
印象主義,Cassatt003,在圓椅上閱讀的方斯瓦絲 Francoise in a Round-Backed Chair. Reading,卡莎特 Mary Cassatt,油彩．畫布 Oil on Canvas,#在圓椅上閱讀的方斯瓦絲#Francoise#Round#Backed#Chair.#Reading#Cassatt003,孩童,https://www.ss.net.tw/images/product_images/popup_images/Cassatt003.webp
立體派,Laurencin041,白色的女孩 La petite fille au volant ou Fillette en blanc,羅蘭珊 Marie Laurencin,油彩．畫布 Oil on Canvas,#白色的女孩#petite#fille#volant#Fillette#blanc#Laurencin041,孩童,https://www.ss.net.tw/images/product_images/popup_images/Laurencin041.webp
後期印象主義,Cezanne158,穿紅背心男孩 Boy in a Red Waistcoat,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#穿紅背心男孩#Boy#Red#Waistcoat#Cezanne158,孩童,https://www.ss.net.tw/images/product_images/popup_images/Cezanne158.webp
拉菲爾前派,Brown015,愛爾蘭女孩 The Irish Girl,布朗 Ford Madox Brown,油彩．畫布 Oil on Canvas,#愛爾蘭女孩#The#Irish#Girl#Brown015,孩童,https://www.ss.net.tw/images/product_images/popup_images/Brown015.webp
後期印象主義,Cezanne233,戴草帽的男孩 Boy With a Straw Hat,塞尚 Paul Cezanne,油彩．畫布 Oil on Canvas,#戴草帽的男孩#Boy#With#Straw#Hat#Cezanne233,孩童,https://www.ss.net.tw/images/product_images/popup_images/Cezanne233.webp
拉菲爾前派,Millais032,大衛森小姐畫像 The portrait of Miss Davison,米雷 John Everett Millais,油彩．畫布 Oil on Canvas,#大衛森小姐畫像#The#portrait#Miss#Davison#Millais032,孩童,https://www.ss.net.tw/images/product_images/popup_images/Millais032.webp
巴洛克藝術,Murillo046,兩個農民男孩 Two Peasant Boys,牟里羅 Bartolome Esteban Murillo,油彩．畫布 Oil on Canvas,#兩個農民男孩#Two#Peasant#Boys#Murillo046,孩童,https://www.ss.net.tw/images/product_images/popup_images/Murillo046.webp
學院藝術,Bouguereau069,兩姐妹 Two Sisters,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#兩姐妹#Two#Sisters#Bouguereau069,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau069.webp
印象主義,Degas056,孩童畫像 Jacques de Nittis. enfant,竇加 Edgar Degas,蠟筆．紙 pastel on paper,#孩童畫像#Jacques#Nittis.#enfant#Degas056,孩童,https://www.ss.net.tw/images/product_images/popup_images/Degas056.webp
印象主義,Renoir255,穿小丑衣的克勞德 Claude Renoir en clown,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#穿小丑衣的克勞德#Claude#Renoir#clown#Renoir255,孩童,https://www.ss.net.tw/images/product_images/popup_images/Renoir255.webp
洛可可藝術,Tiepolo012,一個孩子的裝束半身像 A Young Boy in the Costume of a Page. Head and Shoulders,提也波洛 Giovanni Battista Tiepolo,油彩．畫布 Oil on paper laid down on canvas,#一個孩子的裝束半身像#Young#Boy#the#Costume#Page.#Head#and#Shoulders#Tiepolo012,孩童,https://www.ss.net.tw/images/product_images/popup_images/Tiepolo012.webp
洛可可藝術,Reynolds005,男學生 The School Boy,雷諾茲 Sir Joshua Reynolds,油彩．畫布 Oil on Canvas,#男學生#The#School#Boy#Reynolds005,孩童,https://www.ss.net.tw/images/product_images/popup_images/Reynolds005.webp
巴洛克藝術,Hals052,兩個演奏樂器的男孩 Zwei musizierende Knaben,哈爾斯 Frans Hals,油彩．畫布 Oil on Canvas,#兩個演奏樂器的男孩#Zwei#musizierende#Knaben#Hals052,孩童,https://www.ss.net.tw/images/product_images/popup_images/Hals052.webp
印象主義,Renoir074,羅曼拉蔻斯少女像 Mademoiselle Romaine Lascaux,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#羅曼拉蔻斯少女像#Mademoiselle#Romaine#Lascaux#Renoir074,孩童,https://www.ss.net.tw/images/product_images/popup_images/7213_01550293784.webp
學院藝術,Bouguereau089,吹笛手 Pifferaro,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#吹笛手#Pifferaro#Bouguereau089,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau089.webp
印象主義,Renoir177,少女頭像 Tete De Jeune Fille,雷諾瓦 Pierre Auguste Renoir,粉蠟．畫布 pastel on canvas,#少女頭像#Tete#Jeune#Fille#Renoir177,孩童,https://www.ss.net.tw/images/product_images/popup_images/Renoir177.webp
那比派,Bonnard062,女孩與她的狗 Jeune fille jouant avec son chien,波那爾 Pierre Bonnard,油彩．畫布 Oil on Canvas,#女孩與她的狗#Jeune#fille#jouant#avec#son#chien#Bonnard062,孩童,https://www.ss.net.tw/images/product_images/popup_images/332_01549892664.webp
印象主義,Renoir205,馬戲團的女演員 Acrobats at the Circus Fernando (Francisca and Angelina Wartenberg),雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#馬戲團的女演員#Acrobats#the#Circus#Fernando#Francisca#and#Angelina#Wartenberg#Renoir205,孩童,https://www.ss.net.tw/images/product_images/popup_images/Renoir205.webp
寫實主義,Sargent030,一個孩子的畫像 Portrait of a child,薩金特 John Singer Sargent,油彩．畫布 Oil on Canvas,#一個孩子的畫像#Portrait#child#Sargent030,孩童,https://www.ss.net.tw/images/product_images/popup_images/Sargent030.webp
巴洛克藝術,LeBrun018,布隆尼亞爾小姐 Mademoiselle Brongniart,勒布倫 Elisabeth Vigee Le Brun,油彩．橡木板 Oil on oak panel,#布隆尼亞爾小姐#Mademoiselle#Brongniart#LeBrun018,孩童,https://www.ss.net.tw/images/product_images/popup_images/LeBrun018.webp
後期印象主義,Gauguin057,拿著一本書的克洛維斯 Clovis Gauguin with a book,高更 Paul Gauguin,油彩．畫布 Oil on Canvas,#拿著一本書的克洛維斯#Clovis#Gauguin#with#book#Gauguin057,孩童,https://www.ss.net.tw/images/product_images/popup_images/Gauguin057.webp
巴洛克藝術,Murillo044,一個農家少年倚在窗台上 A Peasant Boy leaning on a Sill,牟里羅 Bartolome Esteban Murillo,油彩．畫布 Oil on Canvas,#一個農家少年倚在窗台上#Peasant#Boy#leaning#Sill#Murillo044,孩童,https://www.ss.net.tw/images/product_images/popup_images/Murillo044.webp
寫實主義,Daumier032,兩小孩搶水果 Two Putti Striving for Fruits,杜米爾 Honore Daumier,油彩．畫布 Oil on Canvas,#兩小孩搶水果#Two#Putti#Striving#for#Fruits#Daumier032,孩童,https://www.ss.net.tw/images/product_images/popup_images/Daumier032.webp
拉菲爾前派,Millais029,羅列的童年 The Boyhood of Raleigh,米雷 John Everett Millais,油彩．畫布 Oil on Canvas,#羅列的童年#The#Boyhood#Raleigh#Millais029,孩童,https://www.ss.net.tw/images/product_images/popup_images/5061_01566868898.webp
洛可可藝術,Reynolds004,卡洛琳‧霍華德小姐 Lady Caroline Howard,雷諾茲 Sir Joshua Reynolds,油彩．畫布 Oil on Canvas,#卡洛琳‧霍華德小姐#Lady#Caroline#Howard#Reynolds004,孩童,https://www.ss.net.tw/images/product_images/popup_images/7415_01552313516.webp
拉菲爾前派,Millais013,姐妹 Sister,米雷 John Everett Millais,油彩．畫布 Oil on Canvas,#Sister#Millais013,孩童,https://www.ss.net.tw/images/product_images/popup_images/Millais013.webp
立體派,Laurencin046,莊園的孩子們 Les enfants du chateau,羅蘭珊 Marie Laurencin,油彩．畫布 Oil on Canvas,#莊園的孩子們#Les#enfants#chateau#Laurencin046,孩童,https://www.ss.net.tw/images/product_images/popup_images/Laurencin046.webp
學院藝術,Bouguereau061,牛奶杯 La Tasse de Lait,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#牛奶杯#Tasse#Lait#Bouguereau061,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau061.webp
洛可可藝術,Greuze004,鴿子的女孩 Girlwith Doves,格樂茲 Jean Baptiste Greuze,油彩．畫布 Oil on Canvas,#鴿子的女孩#Girlwith#Doves#Greuze004,孩童,https://www.ss.net.tw/images/product_images/popup_images/3407_01608087645.webp
學院藝術,Bouguereau080,故事書 The Story Book,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#故事書#The#Story#Book#Bouguereau080,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau080.webp
巴洛克藝術,Rembrandt131,提多書在他的桌上 Titus at his desk,林布蘭特 Rembrandt HarMenszoon van Rijn,油彩．畫布 Oil on Canvas,#提多書在他的桌上#Titus#his#desk#Rembrandt131,孩童,https://www.ss.net.tw/images/product_images/popup_images/Rembrandt131.webp
印象主義,Renoir122,看相冊的女孩 Young Girls Looking at an Album,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#看相冊的女孩#Young#Girls#Looking#Album#Renoir122,孩童,https://www.ss.net.tw/images/product_images/popup_images/Renoir122.webp
印象主義,Renoir268,男孩畫像 Fernand Halphen as a Boy,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#男孩畫像#Fernand#Halphen#Boy#Renoir268,孩童,https://www.ss.net.tw/images/product_images/popup_images/Renoir268.webp
學院藝術,Bouguereau084,珍妮 Jeanne,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#Jeanne#Bouguereau084,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau084.webp
學院藝術,Bouguereau092,含羞草 Mimosa,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#含羞草#Mimosa#Bouguereau092,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau092.webp
學院藝術,Bouguereau024,襲擊 The Storm,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#The#Storm#Bouguereau024,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau024.webp
印象主義,Renoir148,穿水手服的男孩 Sailor Boy,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#穿水手服的男孩#Sailor#Boy#Renoir148,孩童,https://www.ss.net.tw/images/product_images/popup_images/7287_01550293000.webp
洛可可藝術,Gainsborough023,畫家女兒們及一隻貓 The Painter ’s Daughters with a Cat,根茲巴羅 Thomas Gainsborough,油彩．畫布 Oil on Canvas,#畫家女兒們及一隻貓#The#Painter#Daughters#with#Cat#Gainsborough023,孩童,https://www.ss.net.tw/images/product_images/popup_images/Gainsborough023.webp
洛可可藝術,Reynolds044,草莓女孩 The Strawberry Girl,雷諾茲 Sir Joshua Reynolds,油彩．畫布 Oil on Canvas,#草莓女孩#The#Strawberry#Girl#Reynolds044,孩童,https://www.ss.net.tw/images/product_images/popup_images/Reynolds044.webp
印象主義,Pissarro027,藝術家的女兒畫像 Portrait of the Artist’s Daughter,畢莎羅 Camille Pissarro,油彩．畫布 Oil on Canvas,#藝術家的女兒畫像#Portrait#the#Artist’s#Daughter#Pissarro027,孩童,https://www.ss.net.tw/images/product_images/popup_images/Pissarro027.webp
印象主義,Renoir041,拿柳橙的女孩 Girl With Orange,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#拿柳橙的女孩#Girl#With#Orange#Renoir041,孩童,https://www.ss.net.tw/images/product_images/popup_images/Renoir041.webp
巴洛克藝術,Murillo036,三個男孩 Three Boys,牟里羅 Bartolome Esteban Murillo,油彩．畫布 Oil on Canvas,#三個男孩#Three#Boys#Murillo036,孩童,https://www.ss.net.tw/images/product_images/popup_images/Murillo036.webp
學院藝術,Bouguereau077,小淘氣 Little Thieves,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#小淘氣#Little#Thieves#Bouguereau077,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau077.webp
學院藝術,Bouguereau114,早餐 Le Dejeuner du Matin,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#Dejeuner#Matin#Bouguereau114,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau114.webp
學院藝術,Bouguereau088,吃粥的女孩 Girl Eating Porridge,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#吃粥的女孩#Girl#Eating#Porridge#Bouguereau088,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau088.webp
古典主義,Moore018,守候 Waiting to cross,摩爾 Albert Joseph Moore,油彩．畫布 Oil on Canvas,#Waiting#cross#Moore018,孩童,https://www.ss.net.tw/images/product_images/popup_images/Moore018.webp
印象主義,Renoir209,持木環的女孩 Girl with a Hoop,雷諾瓦 Pierre Auguste Renoir,油彩．畫布 Oil on Canvas,#持木環的女孩#Girl#with#Hoop#Renoir209,孩童,https://www.ss.net.tw/images/product_images/popup_images/7348_01647859218.webp
學院藝術,Bouguereau105,在海邊 By the Sea,鮑格雷奧 William Adolphe Bouguereau,油彩．畫布 Oil on Canvas,#在海邊#the#Sea#Bouguereau105,孩童,https://www.ss.net.tw/images/product_images/popup_images/Bouguereau105.webp
